Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Geo-Information Science,Salem State University,Massachusetts,United States,"1,383,354 BDT / year",1 year,4.2,6,,https://www.mastersportal.com/studies/179964/geo-information-science.html?ref=search_card
Computational Intelligence and Data Science,Czestochowa University of Technology,Czestochowa,Poland,"338,423 BDT / year",1½ year,4.4,16,10%,https://www.mastersportal.com/studies/189703/computational-intelligence-and-data-science.html?ref=search_card
Instructional Design and Technology with Information Science Specialization,University of Houston Clear Lake,Texas,United States,"2,369,714 BDT / year",1 year,3.7,3,,https://www.mastersportal.com/studies/186037/instructional-design-and-technology-with-information-science-specialization.html?ref=search_card
Software Engineering,Central Connecticut State University,Connecticut,United States,"3,464,201 BDT / year",1 year,3.9,7,,https://www.mastersportal.com/studies/195969/software-engineering.html?ref=search_card
Computer Science,Texas A&M University-Corpus Christi,Texas,United States,"1,962,925 BDT / year",1 year,4.2,5,,https://www.mastersportal.com/studies/195654/computer-science.html?ref=search_card
Interaction Design and Information Architecture,University of Baltimore,Maryland,United States,"2,704,501 BDT / year",1 year,4.5,4,,https://www.mastersportal.com/studies/191279/interaction-design-and-information-architecture.html?ref=search_card
,,N/A,N/A,,,,,,
Data Science,University of Minnesota,Minnesota,United States,"3,622,165 BDT / year",2 years,4.2,48,3%,https://www.mastersportal.com/studies/181748/data-science.html?ref=search_card
Computer Engineering,University of Sharjah,Sharjah,United Arab Emirates,"1,675,232 BDT / year",2 years,4.5,31,2%,https://www.mastersportal.com/studies/190697/computer-engineering.html?ref=search_card
Clinical Research,Icahn School of Medicine at Mount Sinai,New York,United States,"4,628,731 BDT / year",2 years,,,4%,https://www.mastersportal.com/studies/168284/clinical-research.html?ref=search_card
Cybersecurity,Hood College,Colorado,United States,"2,553,149 BDT / full",9 months,4.5,4,,https://www.mastersportal.com/studies/200721/cybersecurity.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Petroleum and Natural Gas Engineering,Sultan Qaboos University,Muscat,Oman,"1,273,882 BDT / year",2 years,4,35,3%,https://www.mastersportal.com/studies/195042/petroleum-and-natural-gas-engineering.html?ref=search_card
Smart Systems,Furtwangen University,Furtwangen im Schwarzwald,Germany,"423,029 BDT / year",1½ year,4.1,14,,https://www.mastersportal.com/studies/188784/smart-systems.html?ref=search_card
Computer Science,Clark Atlanta University,Georgia,United States,"3,923,400 BDT / year",1 year,3.9,19,,https://www.mastersportal.com/studies/186494/computer-science.html?ref=search_card
Human Factors and Ergonomics,University of Minnesota,Minnesota,United States,"3,622,165 BDT / year",2 years,4.2,48,3%,https://www.mastersportal.com/studies/183148/human-factors-and-ergonomics.html?ref=search_card
Data Analytics,Alliant International University,California,United States,"2,933,734 BDT / year","1 year, 2 months",3.8,22,,https://www.mastersportal.com/studies/190254/data-analytics.html?ref=search_card
Computer Science,King Fahd University of Petroleum & Minerals,Dhahran,Saudi Arabia,,2 years,3.6,25,2%,https://www.mastersportal.com/studies/185632/computer-science.html?ref=search_card
Applied Physics and Computer Science - Computer Systems Engineering and Instrumentation,Christopher Newport University,Virginia,United States,"4,731,591 BDT / year",1 year,4.5,2,,https://www.mastersportal.com/studies/187493/applied-physics-and-computer-science-computer-systems-engineering-and-instrumentation.html?ref=search_card
Computer Science - Information Technology,Kutztown University,Pennsylvania,United States,"2,942,550 BDT / year",1 year,4,4,,https://www.mastersportal.com/studies/165018/computer-science-information-technology.html?ref=search_card
Computer Science,Miami University,Ohio,United States,"1,828,349 BDT / year",1 year,4.5,14,7%,https://www.mastersportal.com/studies/160345/computer-science.html?ref=search_card
Computer Science,New York Institute of Technology,New York,United States,"6,171,641 BDT / year",1 year,4,14,,https://www.mastersportal.com/studies/161992/computer-science.html?ref=search_card
Computer Science and Engineering,Instituto Superior Técnico,Lisbon,Portugal,"987,067 BDT / year",2 years,4,56,,https://www.mastersportal.com/studies/283633/computer-science-and-engineering.html?ref=search_card
Digital Forensic Investigation,Staffordshire University,England,United Kingdom,"2,682,726 BDT / year","1 year, 1 month",4.2,34,,https://www.mastersportal.com/studies/288565/digital-forensic-investigation.html?ref=search_card
Electrical and Computer Engineering,University of Alberta,Edmonton,Canada,"913,503 BDT / year",2 years,4.2,153,0.5%,https://www.mastersportal.com/studies/282113/electrical-and-computer-engineering.html?ref=search_card
Artificial Intelligence,Royal Holloway University of London,England,United Kingdom,"4,532,605 BDT / year",1 year,4.4,66,3%,https://www.mastersportal.com/studies/282117/artificial-intelligence.html?ref=search_card
Data Analytics and Information Systems,Texas State University,Texas,United States,"2,005,783 BDT / year",1 year,4.2,20,9%,https://www.mastersportal.com/studies/284436/data-analytics-and-information-systems.html?ref=search_card
Machine Learning and Statistics,Uppsala University,Uppsala,Sweden,"1,858,841 BDT / year",2 years,4.2,131,0.5%,https://www.mastersportal.com/studies/288152/machine-learning-and-statistics.html?ref=search_card
,,N/A,N/A,,,,,,
Data Analytics and Business Computing,NYU Shanghai,Shanghai,China,"8,887,163 BDT / year",1 year,,,,https://www.mastersportal.com/studies/291440/data-analytics-and-business-computing.html?ref=search_card
Computational Engineering with Industry,Swansea University,Wales,United Kingdom,"3,739,800 BDT / year",2 years,4.2,113,2%,https://www.mastersportal.com/studies/277404/computational-engineering-with-industry.html?ref=search_card
Data Science and AI for the Creative Industries,University of the Arts London (UAL),England,United Kingdom,"4,803,280 BDT / year",1 year,4.1,79,,https://www.mastersportal.com/studies/299463/data-science-and-ai-for-the-creative-industries.html?ref=search_card
Computer Science - Informatique,Swansea University,Wales,United Kingdom,"1,777,806 BDT / year",2 years,4.2,113,2%,https://www.mastersportal.com/studies/297129/computer-science-informatique.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Social and Geographic Data Science,UCL,England,United Kingdom,"5,285,370 BDT / year",1 year,4.1,138,0.1%,https://www.mastersportal.com/studies/294140/social-and-geographic-data-science.html?ref=search_card
Computer Engineering,The University of New Mexico,New Mexico,United States,"3,569,021 BDT / year",1 year,4,29,4%,https://www.mastersportal.com/studies/282467/computer-engineering.html?ref=search_card
Health Systems and Prevention,University of Groningen,Groningen,Netherlands,"3,511,137 BDT / year",2 years,4.2,135,0.5%,https://www.mastersportal.com/studies/285746/health-systems-and-prevention.html?ref=search_card
Biological Data Science,Arizona State University,Arizona,United States,"3,716,209 BDT / year",1 year,4.3,242,1%,https://www.mastersportal.com/studies/285644/biological-data-science.html?ref=search_card
Intelligence Studies,University of South Florida,Florida,United States,"1,942,475 BDT / year",1 year,4.3,47,2%,https://www.mastersportal.com/studies/289648/intelligence-studies.html?ref=search_card
Machine Learning and Deep Learning,University of Strathclyde,Scotland,United Kingdom,"5,253,337 BDT / year",1 year,4.2,66,2%,https://www.mastersportal.com/studies/284830/machine-learning-and-deep-learning.html?ref=search_card
Economic and Business Analytics,Johannes Kepler University Linz,Linz,Austria,"205,028 BDT / year",2 years,4.2,21,3%,https://www.mastersportal.com/studies/282609/economic-and-business-analytics.html?ref=search_card
Spatial Economics and Data Analysis,University of Southern California,California,United States,"8,793,119 BDT / year",2 years,4.1,62,0.5%,https://www.mastersportal.com/studies/288549/spatial-economics-and-data-analysis.html?ref=search_card
Computational Science and Technology,Seoul National University,Seoul,South Korea,"547,558 BDT / year",2 years,3.7,72,0.5%,https://www.mastersportal.com/studies/229450/computational-science-and-technology.html?ref=search_card
Cyber Security,"California State University, Dominguez Hills",California,United States,"931,624 BDT / year",1½ year,4.3,3,,https://www.mastersportal.com/studies/274505/cyber-security.html?ref=search_card
Software Engineering,University of Scranton,Pennsylvania,United States,"2,127,012 BDT / year",2 years,5,2,,https://www.mastersportal.com/studies/170055/software-engineering.html?ref=search_card
Computer Systems Technology,Louisiana State University in Shreveport,Louisiana,United States,"1,627,403 BDT / year",1 year,4.5,39,9%,https://www.mastersportal.com/studies/268113/computer-systems-technology.html?ref=search_card
Network Management and Cloud Computing,Middlesex University,England,United Kingdom,"2,882,929 BDT / year",1 year,4.1,143,5%,https://www.mastersportal.com/studies/272813/network-management-and-cloud-computing.html?ref=search_card
Computing Systems,Nottingham Trent University,England,United Kingdom,"3,187,238 BDT / year",1 year,4.3,182,3%,https://www.mastersportal.com/studies/273819/computing-systems.html?ref=search_card
Big Data Analytics and Information Technology,University of Central Missouri,Missouri,United States,"2,204,157 BDT / year",1 year,3.8,5,,https://www.mastersportal.com/studies/268729/big-data-analytics-and-information-technology.html?ref=search_card
Information Assurance,University Teknologi Malaysia,Kuala Lumpur,Malaysia,"384,974 BDT / year",2 years,4.3,70,3%,https://www.mastersportal.com/studies/268150/information-assurance.html?ref=search_card
,,N/A,N/A,,,,,,
Informatics,University Teknologi Malaysia,Kuala Lumpur,Malaysia,"519,078 BDT / year",1½ year,4.3,70,3%,https://www.mastersportal.com/studies/268152/informatics.html?ref=search_card
Information Security and Intelligence,Ferris State University,Michigan,United States,"4,415,662 BDT / year",1 year,4.1,8,,https://www.mastersportal.com/studies/275546/information-security-and-intelligence.html?ref=search_card
Machine Learning and Deep Learning,University of Strathclyde,Scotland,United Kingdom,"5,253,337 BDT / year",1 year,4.2,66,2%,https://www.mastersportal.com/studies/284830/machine-learning-and-deep-learning.html?ref=search_card
Cyber Security,"California State University, Dominguez Hills",California,United States,"931,624 BDT / year",1½ year,4.3,3,,https://www.mastersportal.com/studies/274505/cyber-security.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Advanced Computer Science,University of South Wales,Wales,United Kingdom,"2,706,750 BDT / year",1 year,4.3,116,8%,https://www.mastersportal.com/studies/275929/advanced-computer-science.html?ref=search_card
Information Systems,Eastern Michigan University,Michigan,United States,"2,486,535 BDT / year",1 year,4.4,8,,https://www.mastersportal.com/studies/267812/information-systems.html?ref=search_card
Computer Science,University of the Punjab,Bihar Sharif,India,"26,031 BDT / year",2 years,4,1048,3%,https://www.mastersportal.com/studies/278792/computer-science.html?ref=search_card
Data Science - Computing,New Jersey Institute of Technology,New Jersey,United States,"4,057,854 BDT / year",1 year,4.5,54,4%,https://www.mastersportal.com/studies/268374/data-science-computing.html?ref=search_card
Statistics and Data Science,University of Houston,Texas,United States,"3,508,284 BDT / year",1 year,4.3,27,2%,https://www.mastersportal.com/studies/245051/statistics-and-data-science.html?ref=search_card
Complex Systems and Data Science,The University of Vermont,Vermont,United States,"6,539,000 BDT / year",1 year,3.8,5,4%,https://www.mastersportal.com/studies/244567/complex-systems-and-data-science.html?ref=search_card
Computer Engineering,The University of Maine,Maine,United States,"3,738,251 BDT / year",1 year,4,15,6%,https://www.mastersportal.com/studies/246667/computer-engineering.html?ref=search_card
Economics and Computation,Duke University,North Carolina,United States,"8,293,020 BDT / year",1 year,4.2,25,0.5%,https://www.mastersportal.com/studies/248369/economics-and-computation.html?ref=search_card
Computer Science,Nottingham Trent University,England,United Kingdom,"3,187,238 BDT / year",1 year,4.3,182,3%,https://www.mastersportal.com/studies/273816/computer-science.html?ref=search_card
